complexName,complexNumber,supplySpace,supplySpaceName,articleNumber,dealPrice,dongName,floorInfo,articleConfirmDate,exposureStartDate,articleFeatureDescription,realtorCount
목동신시가지10단지,664,127,127B㎡,,285000,1025동,고/15층,2026.09.21,,,13
목동신시가지13단지,438,123,123B㎡,2648794267,345000,1318동,4/5층,2026.09.09,,구수리 정상 조정됨,1
목동신시가지13단지,438,128,128A㎡,,260000,1308동,14/15층,2026.09.22,,,10
목동신시가지13단지,438,128,128A㎡,,260000,1308동,10/15층,2026.09.22,,,14
목동신시가지13단지,438,128,128A㎡,,265000,1309동,4/15층,2026.09.15,,,13
목동신시가지14단지,669,101,101E㎡,,235000,1417동,6/15층,2026.09.14,,,8
목동신시가지14단지,669,107,107㎡,,250000,1426동,5/15층,2026.09.16,,,4
목동신시가지14단지,669,109,109C㎡,,250000,1429동,11/15층,2026.09.22,,,18
목동신시가지14단지,669,109,109A㎡,,250000,1422동,16/20층,2026.09.19,,,7
목동신시가지14단지,669,109,109A㎡,,255000,1422동,6/20층,2026.09.14,,,17
목동신시가지14단지,669,110,110B㎡,,270000,1409동,1/15층,2026.09.14,,,4
목동신시가지14단지,669,110,110B㎡,,275000,1407동,1/15층,2026.09.18,,,8
목동신시가지14단지,669,129,129A㎡,,280000,1410동,6/15층,2026.09.22,,,7
목동신시가지14단지,669,129,129A㎡,,280000,1412동,5/15층,2026.09.22,,,16
목동신시가지14단지,669,129,129A㎡,2650598644,280000,1410동,9/15층,2026.09.18,,"38, 확장 올수리, 조정가능, 갈산초, 세안고",1
은마아파트,236,101,101㎡,2650815516,304000,8동,저/14층,2026.09.19,,급매물 조합승계 컨디션 깔끔,1
은마아파트,236,101,101㎡,2651554844,305000,18동,저/14층,2026.09.23,,34 사업시행인가득함 매수찬스 특올수리 은마상가내 대치탑공인,1
은마아파트,236,101,101㎡,2651414863,305000,30동,저/14층,2026.09.23,,"조합원 평형신청 시작, 입지좋은 강남 재건축 투자하기 좋은 매물",1
은마아파트,236,115,115㎡,2650483606,338000,28동,저/14층,2026.09.18,,"사업시행인가완료,조합원지위승계,미래명품아파트",1
은마아파트,236,115,115㎡,2648706219,338000,21동,저/14층,2026.09.09,,"관리처분인가 진행중, 미래가치 투자하기 좋은 집, 소수의 급매.",1
은마아파트,236,115,115㎡,2651553722,340000,22동,저/14층,2026.09.23,,34 사업시행인가득함 미래의 명품 은마상가내 대치탑공인,1
도곡렉슬,11698,110,110B㎡,2650796036,340000,201동,중/23층,2026.09.19,,정원조망 확장 내부 컨디션 깔끔,1
도곡렉슬,11698,110,110B㎡,2648621125,340000,201동,저/23층,2026.09.09,,확장 수단지조경뷰 상가출입편리,1
도곡렉슬,11698,111,111A㎡,,340000,201동,저/23층,2026.09.22,,,18
도곡렉슬,11698,111,111A㎡,2650029832,350000,201동,저/23층,2026.09.16,,33판상형 확장 단지조경뷰 상가출입편리,1
도곡렉슬,11698,111,111A㎡,,360000,206동,2/23층,2026.09.22,,,17
래미안대치팰리스,180280,111,111C㎡,2651607900,420000,103동,저/22층,2026.09.23,,34 빠른입주 선호하는 판상형구조 내부깨끗 유명학원 도보이용가,1
래미안대치팰리스,180280,111,111C㎡,2651431377,430000,107동,중/30층,2026.09.23,,34 남향 전망채광굿 커뮤니티동,1
래미안대치팰리스,180280,111,111C㎡,2651511994,430000,107동,고/30층,2026.09.23,,급매 34 SKY 탁트인뷰,1
래미안대치팰리스,180280,112,112B㎡,2650603033,419000,106동,고/35층,2026.09.18,,잘 관리되어 내부 컨디션 깔끔 채광 밝은집,1
래미안대치팰리스,180280,112,112B㎡,2651313435,420000,106동,중/35층,2026.09.22,,34 급매 추천매물 옵션굿 채광우수 대치동학원가,1
래미안대치팰리스,180280,112,112B㎡,2651587923,420000,106동,고/35층,2026.09.23,,34 급매매 단독 관리 고층 판상형 굳 조망,1
래미안대치팰리스,180280,113,113A㎡,2651421282,420000,106동,저/35층,2026.09.23,,34 급매 대치초 학원중심가 더블역세권 편리한커뮤니티,1
래미안대치팰리스,180280,113,113A㎡,,420000,106동,중/35층,2026.09.23,,,2
래미안대치팰리스,180280,113,113A㎡,2651587883,420000,106동,고/35층,2026.09.23,,34 급매매 단독 관리 판상형 전망굳 상세설명 참조,1
래미안대치팰리스,180280,118,118㎡,,500000,102동,저/26층,2026.09.23,,,14
래미안대치팰리스,180280,122,122C㎡,2651246599,430000,202동,저/35층,2026.09.22,,37o 판상형o 입주협의,1
래미안대치팰리스,180280,122,122E㎡,2651524137,440000,202동,고/35층,2026.09.23,,,1
래미안대치팰리스,180280,122,122E㎡,2650733227,440000,202동,중/35층,2026.09.19,,매매o 방4개o 무주택자가능,1
래미안대치팰리스,180280,123,123A㎡,2651575871,429500,202동,중/35층,2026.09.23,,즉시계약 가능 합니다 내부 컨디션 최상,1
래미안대치팰리스,180280,123,123B㎡,,430000,202동,중/35층,2026.09.23,,,11
래미안대치팰리스,180280,123,123A㎡,2650733185,460000,202동,중/35층,2026.09.19,,37o 특 뷰 전망굿 o엘베2대,1
래미안대치팰리스,180280,124,124㎡,2650840088,500000,102동,저/26층,2026.09.21,,38추천.주인직매물.풀에어콘.판상형.입주협의,1
래미안대치팰리스,180280,124,124㎡,2649637887,510000,102동,중/26층,2026.09.14,,38추천.주인직매물.판상형.예쁜정원뷰.입주가능,1
래미안대치팰리스,180280,124,124㎡,,530000,102동,저/26층,2026.09.21,,,4
래미안대치팰리스,180280,126,126A㎡,2651427848,450000,103동,고/22층,2026.09.23,,38 남향 급매 엘베2 추천매물,1
래미안대치팰리스,180280,126,126A㎡,2651511116,450000,103동,중/22층,2026.09.23,,38 SKY 엘베2 급매물 추천합니다,1
래미안대치팰리스,180280,126,126A㎡,2650143094,450000,103동,저/22층,2026.09.16,,트인뷰안정감숙명단대가기좋은동도곡역세권찐찐,1
디에이치퍼스티어아이파크,134062,110,110A㎡,2648000300,335000,159동,고/26층,2026.09.05,,33. 탁트인 대모산 뷰.우수학군.입주가능. 강남최고급호텔급커뮤니티,1
디에이치퍼스티어아이파크,134062,110,110A㎡,2648032766,338000,159동,중/26층,2026.09.05,,입주가능 잔금일협의 초품아 중품,1
디에이치퍼스티어아이파크,134062,110,110A㎡,2647606092,338000,159동,고/26층,2026.09.03,,입주가능 1주택자,1
디에이치퍼스티어아이파크,134062,111,111B㎡,2650720587,333000,148동,고/24층,2026.09.19,,33 신축컨디션 채광좋고 전망좋은집,1
디에이치퍼스티어아이파크,134062,111,111B㎡,2648359515,334000,158동,고/29층,2026.09.07,,34. 대모산뷰. 개포중라인.골프.수영.커뮤니티,1
디에이치퍼스티어아이파크,134062,111,111C㎡,2647537961,335000,158동,중/29층,2026.09.03,,,3
디에이치퍼스티어아이파크,134062,123,123C㎡,,470000,173동,고/35층,2026.09.17,,,2
디에이치퍼스티어아이파크,134062,124,124A㎡,2651571284,380000,110동,저/19층,2026.09.23,,38. 교통편리한 로얄층.입주.학군 우수.최고급 호텔식커뮤니티,1
디에이치퍼스티어아이파크,134062,124,124A㎡,2651320937,385000,166동,저/31층,2026.09.22,,트여있는 아주 예쁜 정원뷰. 강추물건.,1
디에이치퍼스티어아이파크,134062,124,124A㎡,2651491877,390000,174동,저/35층,2026.09.23,,,2
개포자이프레지던스,128527,102,102A㎡,2650931921,340000,403동,고/12층,2026.09.21,,"31, 학교인접, 교통편리, 다채롭고 편리한 생활 인프라",1
개포자이프레지던스,128527,102,102A㎡,,350000,423동,7/14층,2026.09.23,,,48
개포자이프레지던스,128527,102,102A㎡,2650719063,350000,407동,8/18층,2026.09.19,,,2
개포자이프레지던스,128527,110,110A㎡,2649913442,344000,408동,고/21층,2026.09.15,,내부 컨디션 깔끔 명품 커뮤니티,1
개포자이프레지던스,128527,110,110A㎡,2651590129,349000,411동,중/29층,2026.09.23,,34 대치학군을 갖춘 랜드마트 아파트를 선택할 수 있는 기회,1
개포자이프레지던스,128527,110,110A㎡,2651646502,350000,406동,11/19층,2026.09.23,,,32
래미안블레스티지,112228,113,113B㎡,2651547117,317000,220동,고/19층,2026.09.23,,34.내부상태최상.입주일협의가능.숲세권.최고급커뮤니티,1
래미안블레스티지,112228,113,113C㎡,2650998741,319000,212동,중/35층,2026.09.21,,입주협의 전망채광우수 로얄동 풀옵션매물,1
래미안블레스티지,112228,113,113C㎡,,320000,212동,중/35층,2026.09.23,,,3
래미안블레스티지,112228,115,115D㎡,,320000,210동,저/29층,2026.09.21,,,2
래미안블레스티지,112228,115,115D㎡,2651539738,320000,210동,중/29층,2026.09.23,,"Bee.34 급매, 실매물, 전화주세요",1
래미안블레스티지,112228,115,115D㎡,2651536480,320000,211동,중/29층,2026.09.23,,"Bee.34 급매, 로얄동, 로얄층, 전화주세요",1
래미안블레스티지,112228,116,116P㎡,,350000,201동,고/8층,2026.09.18,,,3
래미안블레스티지,112228,116,116P㎡,2646954467,355000,201동,8/8층,2026.09.01,,"펜트하우스,희소한84 ㎡펜트하우스,테라스2개,뻥뚤린뷰,공동仲介사양",1
래미안블레스티지,112228,116,116P㎡,2646806408,355000,201동,고/8층,2026.08.31,,35 테라스 하시입주가능,1
개포래미안포레스트,119219,101,101㎡,2651375126,304000,126동,중/25층,2026.09.22,,개포 명품주거 컨디션 깔끔,1
개포래미안포레스트,119219,101,101㎡,2651528592,305000,126동,고/25층,2026.09.23,,31.매매.빠른진행가능. 숲세권.하이엔드커뮤니티.프리미엄조중석식,1
개포래미안포레스트,119219,101,101㎡,2651490678,305000,126동,중/25층,2026.09.23,,"31 명품 커뮤니티, 호텔식 조중석식, 위례과천선 호재.아름다운 뷰",1
개포래미안포레스트,119219,115,115A㎡,2650386588,318000,131동,저/15층,2026.09.17,,"35. 매매, 실매물, 입주가, 숲세권, 올데이 다이닝, 양재천연결",1
개포래미안포레스트,119219,115,115A㎡,,319000,105동,고/14층,2026.09.19,,,2
개포래미안포레스트,119219,115,115A㎡,2650053495,319000,120동,고/20층,2026.09.16,,"35. 매매, 실매물, 주인직, 입주가, 올데이 다이닝, 양재천연결",1
개포래미안포레스트,119219,128,128A㎡,2650152013,365000,104동,중/33층,2026.09.16,,로얄타입 트여있습니다 내부 컨디션 최상,1
개포래미안포레스트,119219,128,128A㎡,2651481044,370000,115동,중/35층,2026.09.23,,"35. 탁트인뷰,달터공원,커뮤니티근접동,고품격커뮤니티,조중석식",1
개포래미안포레스트,119219,128,128A㎡,2650761572,370000,104동,중/33층,2026.09.19,,38구룡초역 발표임박 입주가능 숲세권뻥뷰 김실장의 추천매물,1
개포래미안포레스트,119219,129,129B㎡,2651625277,365000,115동,중/35층,2026.09.23,,39 매매 입주가 명품커뮤니티 호텔식조중석식 파노라마뷰,1
개포래미안포레스트,119219,129,129B㎡,2651625582,370000,104동,고/33층,2026.09.23,,38B 매매 입주가능 실거주 만족도높은 포레스트 강력추천,1
개포래미안포레스트,119219,129,129B㎡,2651622776,370000,104동,저/33층,2026.09.23,,39 구룡초배정 양재천 달터공원숲세권 호텔식조중석식 명품커뮤니티,1
대치아이파크,19418,107,107C㎡,,380000,108동,저/25층,2026.09.23,,,8
대치아이파크,19418,107,107C㎡,,390000,108동,저/25층,2026.09.22,,,19
대치아이파크,19418,107,107C㎡,2648242003,400000,108동,중/25층,2026.09.07,,32 주인직매물 올확장 탁트인전망 입주협의,1
대치아이파크,19418,108,108A㎡,2651563560,370000,109동,중/24층,2026.09.23,,32 내부수리 채광좋음 명품학군단지 세안고매매,1
대치아이파크,19418,108,108B㎡,,380000,108동,중/25층,2026.09.23,,,11
대치아이파크,19418,108,108B㎡,2651314703,380000,108동,저/25층,2026.09.22,,"32.주인의뢰,입주가능하고, 중간전체올수리,올확장,입주협의가능합니다.",1
대치아이파크,19418,111,111㎡,,395000,103동,고/22층,2026.09.23,,,16
대치아이파크,19418,111,111㎡,2649308753,395000,103동,중/22층,2026.09.12,,학군좋고 학원가 가깝다,1
반포자이,22853,116,116B㎡,2650764559,419000,123동,저/29층,2026.09.19,,35 소유자 직접 정원뷰 역세권 하시입주가능,1
반포자이,22853,116,116C㎡,2650754639,419000,143동,고/26층,2026.09.19,,트인조망 내부 컨디션 양호 밝은집,1
반포자이,22853,116,116A㎡,2651635653,420000,141동,저/28층,2026.09.23,,35 매매 실매물계약가능 확장형 시스템에어컨,1
래미안원베일리,142155,100,100A㎡,2651164323,540000,116동,중/33층,2026.09.22,,고려30매매. 주인직 확출 확트인뷰 상태굿,1
래미안원베일리,142155,100,100A㎡,2650380447,540000,118동,저/33층,2026.09.17,,,2
래미안원베일리,142155,100,100B㎡,2649918286,540000,117동,중/33층,2026.09.15,,,1
래미안원베일리,142155,111,111D㎡,,500000,118동,저/33층,2026.09.23,,,2
래미안원베일리,142155,111,111D㎡,2651444775,510000,118동,저/33층,2026.09.23,,34 SKY 초급매. 확트인전망. 확실한매물,1
래미안원베일리,142155,111,111D㎡,2649623326,510000,118동,중/33층,2026.09.14,,,2
래미안원베일리,142155,112,112K㎡,2651345149,500000,108동,저/35층,2026.09.22,,,2
래미안원베일리,142155,112,112B㎡,2651368542,500000,113동,고/23층,2026.09.22,,,2
래미안원베일리,142155,112,112B㎡,2651211955,500000,102동,저/14층,2026.09.22,,34 주인단독.즉시계약가능.대단지프리미엄.지금이기회입니,1
래미안원베일리,142155,113,113N㎡,2650896699,500000,119동,중/35층,2026.09.21,,,2
래미안원베일리,142155,113,113N㎡,,500000,105동,저/35층,2026.09.23,,,2
래미안원베일리,142155,113,113N㎡,,500000,104동,저/35층,2026.09.23,,,4
아크로리버파크,107613,110,110E㎡,2648475734,495000,101동,중/26층,2026.09.08,,"판상형 풀에에컨 풀옵션. 정원안쪽 가장 조용한동, 입주일정 협의.",1
아크로리버파크,107613,110,110E㎡,2651363759,500000,102동,중/22층,2026.09.22,,34 풀옵션. 관리잘된집. 편리한 커뮤니티,1
아크로리버파크,107613,110,110G㎡,2651442950,500000,101동,중/26층,2026.09.23,,34 SKY 초급매. 최저가. 판상형. 확실진행,1
아크로리버파크,107613,112,112A㎡,,490000,112동,중/19층,2026.09.18,,,3
아크로리버파크,107613,112,112A㎡,2651363207,490000,111동,저/22층,2026.09.22,,,2
아크로리버파크,107613,112,112A㎡,2647606511,490000,112동,저/19층,2026.09.03,,34.풀옵션. 편리한 커뮤니티. 편리한 교통.명문학군,1
아크로리버파크,107613,113,113D㎡,2650633521,490000,109동,저/38층,2026.09.18,,84type.거실 3면창.사이드.한강뷰 채광좋은집.입주가능.수영장,1
아크로리버파크,107613,113,113D㎡,2647618732,495000,109동,저/38층,2026.09.03,,24. 급매.좋은 금액.편리한 커뮤니티.,1
아크로리버파크,107613,113,113D㎡,2651527776,507000,103동,고/35층,2026.09.23,,34. 급매 확실진행 관리상태최상 탁트인뷰 세대방문가능,1
아크로리버파크,107613,114,114C㎡,2646956217,500000,111동,저/22층,2026.09.01,,여기가정답 빠른결정 급매,1
아크로리버파크,107613,114,114C㎡,2648806852,519000,106동,저/33층,2026.09.10,,34 고민말고 전화하세요. 초급매 귀한매물,1
아크로리버파크,107613,114,114C㎡,2651509886,520000,106동,4/33층,2026.09.23,,,19
서초그랑자이,126726,101,101A㎡,2651530170,375000,105동,고/35층,2026.09.23,,30 신축급컨디션 햇살좋아 밝음 트인전망 풀옵션,1
서초그랑자이,126726,112,112A㎡,2650341164,389000,102동,중/35층,2026.09.17,,로얄동 선호도좋은타입 빠른거래가능한 급매물,1
서초그랑자이,126726,112,112A㎡,2651219299,390000,101동,고/35층,2026.09.22,,"급 집주인 단독, 전세안고도가능 , 입주 협의, 호텔급 커뮤니",1
